Model,MAE,MSE,RMSE,RMSE_per,R2,Median_AE
Botton score,0.3514571045576408,0.20075379568364615,0.4480555720930677,97.78522520081577,-0.9067172647233623,0.3089
XGBoost,0.20690209718236333,0.07039511610168059,0.2653207796266259,57.90454086989144,0.3314020152585633,0.16784608364105225
