alpha,colsample_bytree,gamma,lambda,learning_rate,max_depth,min_child_weight,n_estimators,subsample
0.25922065839778463,0.6068806888231519,0.3018588584548116,0.0030359683469611304,0.06640972611379403,5,24,1442,0.734997332272478
