Model,MAE,MSE,RMSE,RMSE_per,R2,Median_AE
Botton score,0.4919553425970293,0.3322651284810733,0.576424434319949,89.61878753124994,-2.1648459853220245,0.4867
Random Forest,0.24954520612714878,0.09073323590184186,0.30121958087388984,46.83169555509428,0.13576029271582857,0.24975839862500404
