Treatment,target,botton_score,max,min,range,mean,std,median,non_zero_per_row
UTC,0.8,0.0875,14.0,11.0,3.0,12.4,1.1402,12.0,5
UTC,0.0,0.0617,18.0,14.0,4.0,15.25,1.893,14.5,4
UTC,0.67,0.5,18.0,9.0,9.0,12.0,5.1962,9.0,3
UTC,0.0,0.0001,18.0,15.0,3.0,16.75,1.5,17.0,4
UTC,0.5,0.1317,18.0,12.0,6.0,15.5,2.5166,16.0,4
UTC,0.25,0.0001,18.0,14.0,4.0,16.25,2.0616,16.5,4
UTC,0.75,0.0002,15.0,11.0,4.0,13.25,2.0616,13.5,4
UTC,0.8,0.0794,17.0,13.0,4.0,14.8,1.7889,15.0,5
UTC,0.4,0.1172,16.0,15.0,1.0,15.2,0.4472,15.0,5
UTC,0.75,0.1111,18.0,13.0,5.0,15.0,2.1602,14.5,4
UTC,0.25,0.044,17.0,14.0,3.0,15.5,1.291,15.5,4
UTC,0.4,0.1282,17.0,10.0,7.0,14.4,2.7019,15.0,5
UTC,0.4,0.0003,16.0,8.0,8.0,14.0,3.4641,16.0,5
UTC,0.33,0.1994,19.0,15.0,4.0,16.3333,2.3094,15.0,3
UTC,0.25,0.0412,18.0,15.0,3.0,16.25,1.5,16.0,4
UTC,0.4,0.1343,17.0,10.0,7.0,14.2,2.6833,14.0,5
UTC,0.17,0.0001,16.0,14.0,2.0,15.1667,0.7528,15.0,6
UTC,0.5,0.1975,18.0,11.0,7.0,14.25,3.304,14.0,4
UTC,0.25,0.0195,17.0,15.0,2.0,16.0,0.8165,16.0,4
UTC,0.33,0.0563,20.0,14.0,6.0,17.6667,3.2146,19.0,3
UTC,0.2,0.0412,18.0,15.0,3.0,16.0,1.2247,16.0,5
UTC,0.5,0.1661,17.0,15.0,2.0,15.5,1.0,15.0,4
UTC,0.6,0.0244,17.0,15.0,2.0,15.8,0.8367,16.0,5
UTC,0.67,0.1465,17.0,9.0,8.0,14.0,2.8284,14.5,6
UTC,0.25,0.0488,17.0,14.0,3.0,15.25,1.5,15.0,4
UTC,0.5,0.0001,16.0,14.0,2.0,15.25,0.9574,15.5,4
UTC,0.5,0.0488,17.0,14.0,3.0,15.25,1.5,15.0,4
UTC,0.8,0.2271,16.0,8.0,8.0,11.8,3.4928,10.0,5
UTC,0.5,0.144,18.0,10.0,8.0,13.75,4.3493,13.5,4
UTC,0.25,0.0741,18.0,17.0,1.0,17.25,0.5,17.0,4
UTC,0.25,0.1358,18.0,9.0,9.0,15.0,4.0825,16.5,4
UTC,0.6,0.1543,18.0,12.0,6.0,14.8,2.1679,15.0,5
UTC,0.6,0.0823,18.0,13.0,5.0,15.6,2.0736,16.0,5
UTC,0.5,0.127,17.0,10.0,7.0,14.25,3.0957,15.0,4
UTC,0.6,0.0001,14.0,12.0,2.0,13.2,0.8367,13.0,5
UTC,0.67,0.0659,16.0,12.0,4.0,14.3333,2.0817,15.0,3
UTC,0.33,0.0309,18.0,15.0,3.0,16.6667,1.5275,17.0,3
UTC,0.6,0.1955,18.0,11.0,7.0,14.6,2.6077,14.0,5
UTC,0.8,0.0003,16.0,10.0,6.0,12.4,3.2863,10.0,5
UTC,0.6,0.18,18.0,8.0,10.0,13.8,4.4944,16.0,5
UTC,0.6,0.3498,18.0,10.0,8.0,13.0,3.3166,13.0,5
UTC,0.2,0.0001,15.0,13.0,2.0,14.4,0.8944,15.0,5
UTC,0.6,0.0669,18.0,13.0,5.0,16.2,1.9235,17.0,5
UTC,0.2,0.39,20.0,9.0,11.0,14.4,4.0373,14.0,5
UTC,0.5,0.0002,15.0,10.0,5.0,13.0,2.4495,13.5,4
UTC,0.4,0.1852,18.0,11.0,7.0,14.8,2.5884,15.0,5
UTC,0.8,0.3419,17.0,7.0,10.0,13.0,3.7417,13.0,5
UTC,0.0,0.0,14.0,14.0,0.0,14.0,,14.0,1
UTC,1.0,0.1312,14.0,10.0,4.0,12.0,1.6733,12.5,6
UTC,0.75,0.0391,17.0,14.0,3.0,15.25,1.2583,15.0,4
UTC,0.67,0.5,18.0,9.0,9.0,12.0,5.1962,9.0,3
UTC,0.4,0.0,15.0,14.0,1.0,14.6,0.5477,15.0,5
UTC,0.0,0.0656,19.0,13.0,6.0,16.6667,3.2146,18.0,3
UTC,0.75,0.2551,18.0,9.0,9.0,14.0,3.9158,14.5,4
UTC,0.75,0.1778,15.0,8.0,7.0,12.5,3.1091,13.5,4
UTC,0.57,0.1333,16.0,10.0,6.0,13.2857,1.8898,13.0,7
UTC,0.0,0.0412,18.0,15.0,3.0,16.0,1.4142,15.5,4
UTC,0.33,0.0001,17.0,13.0,4.0,16.1667,1.6021,17.0,6
UTC,0.2,0.0003,16.0,7.0,9.0,13.6,3.7815,15.0,5
UTC,0.67,0.0002,16.0,10.0,6.0,13.5,2.51,13.5,6
UTC,0.0,0.0412,18.0,15.0,3.0,16.25,1.5,16.0,4
UTC,0.5,0.0001,17.0,14.0,3.0,15.75,1.5,16.0,4
UTC,0.0,0.064,15.0,12.0,3.0,13.5,1.291,13.5,4
UTC,0.6,0.0001,16.0,14.0,2.0,15.4,0.8944,16.0,5
UTC,0.8,0.1221,17.0,12.0,5.0,14.6,1.8166,15.0,5
UTC,0.75,0.1289,16.0,10.0,6.0,13.5,2.6458,14.0,4
UTC,0.25,0.0001,17.0,15.0,2.0,16.25,0.9574,16.5,4
BA,0.0,0.0195,17.0,15.0,2.0,16.0,0.8165,16.0,4
BA,0.4,0.2809,17.0,8.0,9.0,13.6,3.3615,14.0,5
BA,0.5,0.3322,17.0,8.0,9.0,12.25,4.4253,12.0,4
BA,0.25,0.0391,17.0,14.0,3.0,15.75,1.2583,16.0,4
BA,0.6,0.2076,17.0,15.0,2.0,15.4,0.8944,15.0,5
BA,0.33,0.0328,14.0,12.0,2.0,13.0,1.0,13.0,3
BA,0.5,0.0439,16.0,13.0,3.0,14.6667,1.0328,15.0,6
BA,0.6,0.0977,17.0,12.0,5.0,14.6,2.0736,15.0,5
BA,0.4,0.0002,17.0,13.0,4.0,15.0,1.8708,14.0,5
BA,0.6,0.0439,16.0,13.0,3.0,14.8,1.0954,15.0,5
BA,0.67,0.2469,18.0,10.0,8.0,14.0,4.0,14.0,3
BA,0.5,0.1289,16.0,10.0,6.0,13.5,2.6458,14.0,4
BA,0.33,0.1099,16.0,10.0,6.0,13.6667,3.2146,15.0,3
BA,0.67,0.2637,16.0,9.0,7.0,12.6667,3.5119,13.0,3
BA,0.4,0.0002,16.0,10.0,6.0,14.0,2.4495,14.0,5
BA,0.33,0.3704,18.0,8.0,10.0,13.3333,5.0332,14.0,3
BA,0.4,0.0412,18.0,15.0,3.0,16.0,1.2247,16.0,5
BA,0.33,0.0002,17.0,12.0,5.0,14.3333,2.3381,14.0,6
BA,0.4,0.0002,18.0,11.0,7.0,15.0,3.3166,16.0,5
BA,0.5,0.03,20.0,17.0,3.0,18.0,1.4142,17.5,4
BA,0.4,0.3086,18.0,8.0,10.0,13.6,4.0373,15.0,5
BA,0.25,0.0001,15.0,15.0,0.0,15.0,0.0,15.0,4
BA,0.6,0.1832,17.0,12.0,5.0,13.4,2.1909,12.0,5
BA,0.75,0.1209,15.0,10.0,5.0,13.0,2.1602,13.5,4
BA,0.4,0.0001,15.0,14.0,1.0,14.4,0.5477,14.0,5
BA,0.67,0.0879,16.0,11.0,5.0,14.0,2.6458,15.0,3
BA,0.6,0.3241,18.0,10.0,8.0,13.4,3.2094,13.0,5
BA,0.33,0.0926,18.0,13.0,5.0,15.3333,2.5166,15.0,3
BA,0.6,0.0003,14.0,9.0,5.0,11.8,2.1679,11.0,5
BA,0.8,0.1333,15.0,10.0,5.0,12.8,1.9235,13.0,5
BA,0.75,0.3126,17.0,9.0,8.0,13.0,3.266,13.0,4
BA,0.6,0.0586,16.0,13.0,3.0,14.4,1.1402,14.0,5
BA,0.4,0.0003,14.0,8.0,6.0,12.4,2.51,13.0,5
BA,0.5,0.3333,18.0,9.0,9.0,13.5,6.364,13.5,2
BA,0.8,0.0683,13.0,11.0,2.0,11.6,0.8944,11.0,5
BA,0.0,0.0234,16.0,14.0,2.0,15.0,0.8165,15.0,4
BA,0.6,0.1389,18.0,13.0,5.0,14.6,2.0736,14.0,5
BA,0.6,0.0001,15.0,14.0,1.0,14.4,0.5477,14.0,5
BA,1.0,0.0938,16.0,14.0,2.0,15.0,1.4142,15.0,2
BA,0.67,0.0533,15.0,12.0,3.0,13.3333,1.5275,13.0,3
BA,0.33,0.0337,20.0,16.0,4.0,17.6667,2.0817,17.0,3
BA,0.0,0.0623,17.0,16.0,1.0,16.3333,0.5774,16.0,3
BA,1.0,0.1099,17.0,10.0,7.0,14.6667,2.4221,15.0,6
BA,0.8,0.1404,17.0,9.0,8.0,14.4,3.2094,16.0,5
BA,0.0,0.0,17.0,16.0,1.0,16.5,0.5774,16.5,4
BA,0.2,0.0001,17.0,15.0,2.0,16.0,1.0,16.0,5
BA,0.8,0.2006,18.0,12.0,6.0,14.2,2.3875,13.0,5
BA,0.6,0.3086,18.0,10.0,8.0,13.4,2.9665,13.0,5
BA,0.67,0.3333,18.0,9.0,9.0,13.5,3.6742,15.0,6
BA,0.33,0.0533,15.0,12.0,3.0,13.6667,1.0328,14.0,6
BA,0.0,0.0001,15.0,15.0,0.0,15.0,0.0,15.0,2
BA,0.4,0.12,20.0,11.0,9.0,16.0,4.1833,18.0,5
BA,0.6,0.2274,19.0,9.0,10.0,15.4,3.8471,17.0,5
BA,0.5,0.3457,18.0,9.0,9.0,13.25,4.0311,13.0,4
BA,0.67,0.09,20.0,14.0,6.0,17.3333,3.0551,18.0,3
BA,0.75,0.0,16.0,15.0,1.0,15.75,0.5,16.0,4
BA,0.75,0.1661,17.0,9.0,8.0,13.0,4.0825,13.0,4
BA,0.5,0.0002,16.0,12.0,4.0,14.3333,1.5055,14.0,6
BA,0.25,0.0,15.0,14.0,1.0,14.75,0.5,15.0,4
BA,0.67,0.1543,18.0,11.0,7.0,14.0,3.6056,13.0,3
BA,0.8,0.1955,18.0,11.0,7.0,14.6,2.9665,16.0,5
BA,0.5,0.1564,18.0,9.0,9.0,13.75,4.4253,14.0,4
BA,0.33,0.0486,21.0,15.0,6.0,17.3333,3.2146,16.0,3
BA,0.5,0.2227,16.0,10.0,6.0,12.75,2.7538,12.5,4
BA,0.33,0.0001,16.0,14.0,2.0,15.3333,1.1547,16.0,3
BA,0.0,0.0284,15.0,13.0,2.0,14.0,0.8165,14.0,4
BA,0.25,0.044,17.0,14.0,3.0,15.5,1.291,15.5,4
BA,0.75,0.1422,15.0,10.0,5.0,11.5,2.3805,10.5,4
BA,0.2,0.0733,17.0,12.0,5.0,15.4,1.9494,16.0,5
BA,1.0,0.1954,17.0,7.0,10.0,13.4,3.9115,14.0,5
BA,0.0,0.0244,17.0,15.0,2.0,15.8,0.8367,16.0,5
BA,1.0,0.0001,15.0,12.0,3.0,14.0,1.4142,14.5,4
BA,0.2,0.0001,15.0,13.0,2.0,14.2,1.0954,15.0,5
BA,0.5,0.2149,17.0,10.0,7.0,13.75,2.9861,14.0,4
BA,0.25,0.2593,18.0,10.0,8.0,14.25,3.304,14.5,4
BA,0.25,0.222,20.0,9.0,11.0,16.0,4.8305,17.5,4
BA,0.0,0.0329,18.0,15.0,3.0,16.25,1.2583,16.0,4
BA,0.6,0.18,18.0,10.0,8.0,13.0,4.1231,10.0,5
BA,0.67,0.0003,13.0,8.0,5.0,10.8333,2.4014,11.0,6
BA,0.75,0.162,20.0,12.0,8.0,16.25,3.5,16.5,4
BA,0.5,0.1661,17.0,15.0,2.0,15.5,1.0,15.0,4
BA,1.0,0.1511,15.0,10.0,5.0,12.4,2.3022,13.0,5
BA,0.4,0.2315,18.0,10.0,8.0,14.6,2.881,15.0,5
BA,1.0,0.3358,17.0,9.0,8.0,12.0,3.0822,12.0,5
BA,1.0,0.2077,14.0,9.0,5.0,11.0,2.3452,10.0,5
BA,0.33,0.0001,16.0,13.0,3.0,14.8333,1.169,15.0,6
BA,0.33,0.1026,17.0,13.0,4.0,14.3333,1.7512,13.5,6
BA,0.4,0.1852,18.0,11.0,7.0,14.8,2.5884,15.0,5
BA,0.67,0.2716,18.0,10.0,8.0,13.6667,3.4448,14.0,6
BA,0.0,0.0001,18.0,13.0,5.0,16.3333,2.8868,18.0,3
BA,0.0,0.1246,17.0,15.0,2.0,15.6667,1.1547,15.0,3
BA,0.4,0.0002,15.0,11.0,4.0,13.0,1.8708,12.0,5
BA,0.5,0.1759,17.0,8.0,9.0,13.25,4.113,14.0,4
BA,0.67,0.3517,17.0,10.0,7.0,12.5,2.6646,12.0,6
BA,0.5,0.2716,18.0,8.0,10.0,14.25,4.3493,15.5,4
BA,0.6,0.3858,18.0,9.0,9.0,13.0,3.937,14.0,5
BA,0.5,0.0002,16.0,13.0,3.0,14.3333,1.5055,14.0,6
BA,0.5,0.1481,18.0,9.0,9.0,14.25,4.113,15.0,4
BA,0.6,0.2366,18.0,9.0,9.0,14.6,3.3615,15.0,5
BA,0.25,0.0244,17.0,15.0,2.0,15.75,0.9574,15.5,4
Brevis,0.5,0.0366,17.0,14.0,3.0,15.6667,1.0328,16.0,6
Brevis,0.8,0.0002,16.0,10.0,6.0,13.8,2.6833,15.0,5
Brevis,0.5,0.2099,19.0,10.0,9.0,15.25,3.8622,16.0,4
Brevis,0.6,0.0001,16.0,13.0,3.0,14.6,1.3416,14.0,5
Brevis,0.67,0.0002,14.0,10.0,4.0,12.6667,2.3094,14.0,3
Brevis,0.25,0.037,18.0,15.0,3.0,16.5,1.291,16.5,4
Brevis,0.6,0.0003,17.0,9.0,8.0,13.6,3.8471,15.0,5
Brevis,0.33,0.3114,17.0,12.0,5.0,13.6667,2.8868,12.0,3
Brevis,0.33,0.0001,15.0,15.0,0.0,15.0,0.0,15.0,3
Brevis,0.25,0.0938,16.0,12.0,4.0,14.0,1.633,14.0,4
Brevis,1.0,0.284,13.0,9.0,4.0,11.0,2.8284,11.0,2
Brevis,0.5,0.1235,18.0,13.0,5.0,15.0,2.4495,14.5,4
Brevis,0.75,0.0234,16.0,14.0,2.0,15.0,0.8165,15.0,4
Brevis,0.5,0.0001,15.0,12.0,3.0,13.5,1.7321,13.5,4
Brevis,0.5,0.0703,16.0,12.0,4.0,14.5,1.7321,15.0,4
Brevis,0.75,0.285,20.0,11.0,9.0,14.5,4.0415,13.5,4
Brevis,0.67,0.0926,18.0,13.0,5.0,15.3333,2.5166,15.0,3
Brevis,0.8,0.1099,16.0,11.0,5.0,13.8,2.1679,15.0,5
Brevis,0.0,0.1465,17.0,12.0,5.0,13.75,2.3629,13.0,4
Brevis,0.5,0.0001,17.0,15.0,2.0,16.5,1.0,17.0,4
Brevis,0.5,0.2442,17.0,10.0,7.0,12.25,3.304,11.0,4
Brevis,0.8,0.1646,18.0,12.0,6.0,14.8,2.6833,16.0,5
Brevis,0.6,0.144,18.0,13.0,5.0,14.8,2.1679,14.0,5
Brevis,0.5,0.0001,16.0,14.0,2.0,15.0,1.1547,15.0,4
Brevis,0.75,0.0001,15.0,12.0,3.0,14.25,1.5,15.0,4
Brevis,0.5,0.0988,18.0,13.0,5.0,15.75,2.0616,16.0,4
Brevis,0.5,0.375,16.0,8.0,8.0,12.0,5.6569,12.0,2
Brevis,0.2,0.0001,16.0,14.0,2.0,15.4,0.8944,16.0,5
Brevis,0.5,0.0002,17.0,12.0,5.0,15.25,2.3629,16.0,4
Brevis,0.33,0.3704,18.0,8.0,10.0,13.3333,5.0332,14.0,3
Brevis,0.75,0.0001,18.0,16.0,2.0,17.0,1.1547,17.0,4
Brevis,1.0,0.0267,15.0,13.0,2.0,14.0,1.0,14.0,3
Brevis,1.0,0.2133,15.0,10.0,5.0,11.8,2.0494,12.0,5
Brevis,0.67,0.0003,17.0,9.0,8.0,13.1667,3.6009,13.0,6
Brevis,0.4,0.1221,17.0,11.0,6.0,14.2,2.3875,14.0,5
Brevis,0.5,0.2222,18.0,11.0,7.0,14.25,2.9861,14.0,4
Brevis,0.67,0.0926,18.0,13.0,5.0,15.6667,2.5166,16.0,3
Brevis,0.2,0.0001,15.0,13.0,2.0,14.2,0.8367,14.0,5
Brevis,0.2,0.1465,17.0,10.0,7.0,13.8,3.4928,16.0,5
Brevis,0.75,0.284,18.0,10.0,8.0,13.75,3.5,13.5,4
Brevis,0.75,0.1235,18.0,13.0,5.0,14.75,2.3629,14.0,4
Brevis,0.67,0.463,18.0,7.0,11.0,12.3333,5.5076,12.0,3
Brevis,0.5,0.1399,14.0,9.0,5.0,12.25,2.2174,13.0,4
Brevis,1.0,0.0533,15.0,12.0,3.0,13.3333,1.5275,13.0,3
Brevis,0.0,0.1246,17.0,15.0,2.0,15.6667,1.1547,15.0,3
Brevis,0.6,0.0001,15.0,13.0,2.0,14.0,1.0,14.0,5
Brevis,0.6,0.0002,16.0,12.0,4.0,14.4,1.6733,14.0,5
Brevis,0.83,0.1758,16.0,9.0,7.0,12.8333,2.4833,12.5,6
Brevis,1.0,0.0002,16.0,12.0,4.0,14.4,1.6733,14.0,5
Brevis,0.6,0.1588,17.0,8.0,9.0,14.2,3.5637,15.0,5
Brevis,0.8,0.0001,16.0,13.0,3.0,14.8,1.3038,15.0,5
Brevis,0.67,0.2198,17.0,9.0,8.0,13.6667,4.1633,15.0,3
Brevis,0.0,0.0001,18.0,18.0,0.0,18.0,0.0,18.0,3
Brevis,1.0,0.1582,16.0,9.0,7.0,13.0,3.1623,13.5,4
Brevis,0.67,0.0001,15.0,13.0,2.0,14.3333,0.8165,14.5,6
Brevis,0.5,0.0001,12.0,12.0,0.0,12.0,0.0,12.0,2
Brevis,0.0,0.083,17.0,15.0,2.0,16.0,1.4142,16.0,2
Brevis,0.5,0.0001,17.0,15.0,2.0,16.0,1.1547,16.0,4
Brevis,0.4,0.171,17.0,11.0,6.0,14.2,2.2804,15.0,5
Brevis,1.0,0.3128,18.0,10.0,8.0,13.25,3.594,12.5,4
Brevis,1.0,0.1983,11.0,10.0,1.0,10.25,0.5,10.0,4
Brevis,0.5,0.1983,11.0,10.0,1.0,10.25,0.5,10.0,4
Brevis,0.2,0.0002,20.0,13.0,7.0,17.6,2.881,18.0,5
Brevis,0.25,0.0001,18.0,16.0,2.0,17.25,0.9574,17.5,4
Brevis,0.0,0.0219,19.0,17.0,2.0,17.6,0.8944,17.0,5
Brevis,0.5,0.0741,18.0,13.0,5.0,15.8333,2.2286,17.0,6
Brevis,0.67,0.1975,18.0,9.0,9.0,14.8333,3.1252,16.0,6
Brevis,0.5,0.0001,15.0,15.0,0.0,15.0,0.0,15.0,2
Brevis,0.25,0.228,20.0,9.0,11.0,15.75,4.7871,17.0,4
Brevis,0.25,0.0001,15.0,12.0,3.0,13.75,1.5,14.0,4
Brevis,0.4,0.1038,17.0,16.0,1.0,16.2,0.4472,16.0,5
Brevis,0.2,0.022,16.0,14.0,2.0,15.0,0.7071,15.0,5
Brevis,1.0,0.1312,14.0,9.0,5.0,12.4,1.9494,13.0,5
Brevis,0.6,0.0001,15.0,13.0,2.0,14.4,0.8944,15.0,5
Brevis,0.4,0.0001,18.0,14.0,4.0,16.0,2.0,16.0,5
Brevis,0.2,0.2687,17.0,8.0,9.0,13.8,3.4205,15.0,5
Brevis,0.2,0.0412,18.0,15.0,3.0,16.4,1.1402,16.0,5
Brevis,0.2,0.0001,14.0,12.0,2.0,13.2,0.8367,13.0,5
Brevis,0.67,0.0002,16.0,10.0,6.0,14.0,3.4641,16.0,3
Brevis,0.67,0.1465,17.0,11.0,6.0,13.6667,3.0551,13.0,3
Brevis,0.25,0.0001,16.0,14.0,2.0,15.5,1.0,16.0,4
Brevis,0.6,0.2984,18.0,8.0,10.0,13.8,3.7683,14.0,5
Brevis,0.6,0.0002,19.0,10.0,9.0,15.6,3.7815,16.0,5
Brevis,0.6,0.072,18.0,14.0,4.0,15.8,1.4832,16.0,5
Brevis,0.4,0.0002,18.0,12.0,6.0,16.4,2.6077,18.0,5
Brevis,1.0,0.2469,18.0,10.0,8.0,14.0,4.0,14.0,3
Brevis,0.33,0.0001,18.0,13.0,5.0,16.3333,2.8868,18.0,3
Brevis,0.6,0.0765,14.0,11.0,3.0,12.6,1.1402,13.0,5
Brevis,0.67,0.2315,18.0,10.0,8.0,14.3333,4.0415,15.0,3
Brevis,0.5,0.1276,18.0,10.0,8.0,14.75,3.594,15.5,4
Brevis,0.75,0.0488,17.0,14.0,3.0,15.25,1.5,15.0,4
Brevis,0.33,0.0984,14.0,10.0,4.0,11.6667,2.0817,11.0,3
Brevis,0.33,0.1496,19.0,16.0,3.0,17.0,1.7321,16.0,3
Brevis,0.75,0.2798,18.0,10.0,8.0,13.75,3.304,13.5,4
Brevis,0.5,0.0002,16.0,9.0,7.0,13.75,3.304,15.0,4
Brevis,0.67,0.2222,18.0,14.0,4.0,15.3333,2.3094,14.0,3
Brevis,1.0,0.022,16.0,14.0,2.0,15.0,1.0,15.0,3
Brevis,0.8,0.0533,15.0,12.0,3.0,13.8,1.0954,14.0,5
Brevis,0.75,0.1317,18.0,12.0,6.0,14.5,2.5166,14.0,4
Brevis,0.25,0.0284,15.0,13.0,2.0,14.0,0.8165,14.0,4
UTC,0.0,0.0811,21.55,15.8,5.75,18.748,2.1191,19.01,5
UTC,0.0,0.048,21.34,16.96,4.38,18.9475,2.0864,18.745,4
UTC,0.2,0.144,21.82,11.83,9.99,18.288,3.8148,19.45,5
UTC,0.2,0.0617,23.86,18.31,5.55,20.892,2.156,21.04,5
UTC,0.0,0.0001,18.55,16.19,2.36,17.7633,1.3625,18.55,3
UTC,0.0,0.0132,20.96,18.75,2.21,19.84,0.9057,19.825,4
UTC,0.33,0.1554,21.79,13.25,8.54,17.988,3.0908,17.95,5
UTC,0.4,0.1897,19.84,9.3,10.54,16.498,4.1249,17.85,5
UTC,0.0,0.0182,22.11,19.05,3.06,20.6275,1.3568,20.675,4
UTC,0.0,0.0031,20.37,16.84,3.53,18.768,1.5402,18.37,5
UTC,0.0,0.0127,20.84,17.96,2.88,18.8475,1.3404,18.295,4
UTC,0.0,0.0085,19.51,16.9,2.61,18.388,1.0533,18.18,5
UTC,0.5,0.0949,21.92,14.86,7.06,18.304,3.0854,18.75,5
UTC,0.0,0.0662,21.1,16.31,4.79,18.478,1.7518,18.38,5
UTC,0.5,0.0239,22.95,19.64,3.31,21.1775,1.3987,21.06,4
UTC,0.4,0.0167,19.45,11.42,8.03,17.352,3.3595,18.33,5
UTC,0.33,0.0916,20.53,14.7,5.83,17.8575,2.4015,18.1,4
UTC,0.5,0.0133,17.61,11.12,6.49,14.712,3.2245,15.91,5
UTC,0.5,0.2082,21.02,12.87,8.15,15.935,3.7758,14.925,4
UTC,1.0,0.0956,20.44,13.17,7.27,17.294,3.0492,18.51,5
UTC,0.0,0.111,21.45,12.48,8.97,18.015,3.9371,19.065,4
UTC,0.4,0.0162,23.29,13.4,9.89,19.462,4.1078,19.7,5
UTC,0.5,0.0693,20.59,11.08,9.51,17.866,3.8924,19.59,5
UTC,0.0,0.0503,22.21,17.91,4.3,19.378,1.7517,19.24,5
UTC,0.33,0.0465,19.73,12.39,7.34,17.5583,2.7318,18.67,6
UTC,1.0,0.0298,15.22,13.0,2.22,14.27,0.8076,14.45,5
UTC,0.8,0.1308,19.62,11.02,8.6,15.55,3.1302,14.865,6
UTC,0.4,0.2363,20.79,11.92,8.87,15.922,3.8562,16.82,5
UTC,0.33,0.1147,19.26,9.76,9.5,15.3967,4.1283,17.15,6
UTC,0.33,0.1147,21.09,14.26,6.83,17.9725,2.8231,18.27,4
UTC,0.5,0.033,21.62,17.19,4.43,19.556,1.8008,19.73,5
UTC,1.0,0.191,21.13,9.79,11.34,16.092,4.4628,15.09,5
UTC,0.4,0.0793,24.6,18.36,6.24,20.924,2.3928,20.12,5
UTC,0.2,0.0929,20.67,12.51,8.16,18.0567,2.8357,18.94,6
UTC,0.0,0.041,20.26,16.65,3.61,18.3075,1.5079,18.16,4
UTC,0.5,0.1828,20.52,12.63,7.89,16.5,3.2936,16.425,4
UTC,0.5,0.0516,20.75,16.56,4.19,18.582,1.5573,18.71,5
UTC,0.67,0.0786,21.27,12.14,9.13,14.87,4.2876,13.035,4
UTC,0.4,0.2509,22.54,12.06,10.48,16.95,4.3604,17.78,5
UTC,0.0,0.0105,20.36,18.51,1.85,19.2975,0.9185,19.16,4
UTC,0.0,0.0006,20.77,18.47,2.3,19.742,1.0431,19.79,5
UTC,0.67,0.0496,22.39,17.66,4.73,20.056,1.8263,20.63,5
UTC,0.0,0.0304,20.59,17.33,3.26,18.9575,1.3435,18.955,4
UTC,0.33,0.0932,23.61,16.04,7.57,20.044,2.8557,19.81,5
UTC,0.33,0.1538,21.52,12.07,9.45,17.948,3.5275,18.45,5
UTC,0.2,0.1599,20.52,12.37,8.15,17.1775,3.4332,17.91,4
UTC,0.4,0.1446,21.85,14.25,7.6,17.942,2.8225,18.04,5
UTC,0.8,0.1076,20.13,12.61,7.52,14.7925,3.5984,13.215,4
UTC,1.0,0.0419,14.53,12.05,2.48,13.34,1.0932,13.39,4
UTC,0.67,0.1778,19.66,11.17,8.49,14.8367,4.3616,13.68,3
UTC,1.0,0.0241,20.8,14.22,6.58,17.515,3.6299,17.52,4
UTC,0.5,0.1,16.55,11.02,5.53,14.3233,2.918,15.4,3
UTC,0.67,0.1821,18.21,10.74,7.47,14.9133,3.8114,15.79,3
UTC,0.5,0.199,20.57,12.46,8.11,15.86,4.0601,15.205,4
UTC,0.4,0.0505,20.91,12.75,8.16,17.188,3.726,17.96,5
UTC,0.8,0.1079,21.06,11.79,9.27,14.7675,4.2409,13.11,4
UTC,0.4,0.0769,21.38,10.74,10.64,16.928,4.9045,19.15,5
UTC,0.67,0.2364,20.57,10.51,10.06,15.3225,4.8632,15.105,4
UTC,0.2,0.0959,19.88,12.86,7.02,17.086,2.6674,17.38,5
UTC,0.2,0.079,22.07,8.93,13.14,17.716,5.2712,18.76,5
UTC,0.2,0.1957,22.01,11.26,10.75,17.988,4.0009,18.76,5
UTC,0.4,0.1893,19.89,12.2,7.69,15.914,3.3605,17.32,5
UTC,0.67,0.181,20.52,11.58,8.94,15.79,3.5878,15.775,6
UTC,0.67,0.2402,19.36,9.4,9.96,15.738,3.7351,16.68,5
UTC,0.2,0.0598,22.45,17.21,5.24,19.89,1.9235,20.05,5
UTC,0.33,0.0515,23.76,18.84,4.92,20.974,1.9244,21.27,5
UTC,0.33,0.0326,22.68,18.96,3.72,19.99,1.5539,19.17,5
UTC,0.0,0.0149,20.82,18.58,2.24,19.585,0.9539,19.47,4
UTC,0.2,0.1315,22.1,13.92,8.18,18.474,3.0094,18.69,5
UTC,0.2,0.0201,23.67,20.24,3.43,22.1375,1.42,22.32,4
UTC,0.2,0.0117,21.28,15.85,5.43,19.264,2.3649,20.32,5
UTC,0.2,0.0194,22.76,19.34,3.42,21.234,1.2805,21.13,5
UTC,1.0,0.0288,22.86,15.75,7.11,20.52,2.858,21.48,5
UTC,0.0,0.007,22.51,18.89,3.62,21.27,1.5409,22.12,5
UTC,0.33,0.0706,21.88,14.17,7.71,19.16,2.9796,19.92,5
UTC,0.2,0.0487,23.14,16.93,6.21,20.22,2.5366,20.18,5
UTC,0.33,0.0137,21.81,19.13,2.68,20.634,0.9944,20.56,5
UTC,0.2,0.0122,22.59,19.96,2.63,21.495,1.1073,21.715,4
UTC,0.2,0.0075,21.48,19.41,2.07,20.4275,1.0159,20.41,4
UTC,0.5,0.025,22.28,18.95,3.33,20.425,1.3836,20.235,4
Brevis,1.0,0.1574,13.46,9.95,3.51,11.074,1.4244,10.48,5
Brevis,1.0,0.2863,9.11,5.26,3.85,7.56,1.4911,8.155,6
Brevis,1.0,0.1909,12.2,8.33,3.87,10.186,1.3711,10.16,5
