alpha,colsample_bytree,gamma,lambda,learning_rate,max_depth,min_child_weight,n_estimators,subsample
0.9876750619159489,0.7276780106136929,0.1377955761661748,0.06479341055397095,0.18575774391787864,5,25,506,0.942690447063808
